instance timestamp,query,scale factor,load from file,data load time,run id,bag semantics,processor,lp_results: witness computation time,lp_results: number of witnesses,lp_results: witnesses of responsibility tuple,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: responsibility lp approximation,lp_results: Responsibility,lp_results: error,ilp_results: witness computation time,ilp_results: number of witnesses,ilp_results: witnesses of responsibility tuple,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: Responsibility,ilp_results: error,ilp_results_600: witness computation time,ilp_results_600: number of witnesses,ilp_results_600: witnesses of responsibility tuple,ilp_results_600: Solve Time,ilp_results_600: Solver Solution Time,ilp_results_600: Responsibility,ilp_results_600: error,ilp_results_60: witness computation time,ilp_results_60: number of witnesses,ilp_results_60: witnesses of responsibility tuple,ilp_results_60: Solve Time,ilp_results_60: Solver Solution Time,ilp_results_60: Responsibility,ilp_results_60: error,ilp_results_10: witness computation time,ilp_results_10: number of witnesses,ilp_results_10: witnesses of responsibility tuple,ilp_results_10: Solve Time,ilp_results_10: Solver Solution Time,ilp_results_10: Responsibility,ilp_results_10: error,milp_results: witness computation time,milp_results: number of witnesses,milp_results: witnesses of responsibility tuple,milp_results: Solve Time,milp_results: Solver Solution Time,milp_results: Responsibility,milp_results: error,flow_tuple_linearization_networkx_results: Responsibility,flow_tuple_linearization_networkx_results: Solve Time,flow_tuple_linearization_lp_results: Responsibility,flow_tuple_linearization_lp_results: Solve Time,flow_witness_linearization_networkx_results: Responsibility,flow_witness_linearization_networkx_results: Solve Time,flow_witness_linearization_lp_results: Responsibility,flow_witness_linearization_lp_results: Solve Time
1669836377.167993,5Cycle,0.1,True,0.011511219665408134,1669836338.799521,False,x86_64,0.05890582408756018,320,1,0.06764998007565737,0.03648728400000323,199,199.0,,0.06142015662044287,320,1,0.06372910365462303,0.03396780899999641,199.0,,0.06120617687702179,320,1,0.06728623062372208,0.033865836000003924,199.0,,0.06142175290733576,320,1,0.06597291585057974,0.033752244999995185,199.0,,0.0612373286858201,320,1,0.06798233278095722,0.03386671900000238,199.0,,0.06136118061840534,320,1,0.06604051124304533,0.036161450000001594,199.0,,199.0,4.081915481947362,199.0,1.059304639697075,199.0,2.5761661548167467,199.0,0.7946102162823081
1669836397.974121,5Cycle,0.15,False,2.2256813226267695,1669836338.799521,False,x86_64,0.0605241097509861,704,1,0.11848864331841469,0.0789056489999993,412,412.0,,0.0631138700991869,704,1,0.11005042307078838,0.07298779399999944,412.0,,0.06322499178349972,704,1,0.10969865322113037,0.07276221699999752,412.0,,0.06315918825566769,704,1,0.11186848022043705,0.07260393600000015,412.0,,0.06322015635669231,704,1,0.1146990992128849,0.07217709800000449,412.0,,0.06299921218305826,704,1,0.11546163354068995,0.0776932489999993,412.0,,413.0,9.994245750829577,413.0,3.224555218592286,412.0,6.497913680039346,412.0,1.6329848570749164
1669836439.358512,5Cycle,0.21,True,0.012738905847072601,1669836338.799521,False,x86_64,0.06312339566648006,1357,1,0.200514804571867,0.14804865900001118,753,753.0,,0.06603642832487822,1357,1,0.18691850826144218,0.1382808370000106,753.0,,0.06606878247112036,1357,1,0.19079551100730896,0.13838123899999744,753.0,,0.06649267766624689,1357,1,0.20825205463916063,0.1391865679999995,753.0,,0.06632297486066818,1357,1,0.18543960712850094,0.13762664200000074,753.0,,0.06602418702095747,1357,1,0.19509914424270391,0.14742376099999888,753.0,,759.0,25.971897765994072,759.0,9.002301886677742,753.0,14.567799476906657,753.0,3.0562363620847464
1669836538.730644,5Cycle,0.32,False,5.173088191077113,1669836338.799521,False,x86_64,0.07195021212100983,3278,1,0.44179217610508204,0.3499239679999846,1563,1563.0,,0.07305338513106108,3278,1,0.41089631151407957,0.32727804999998966,1563.0,,0.07302282378077507,3278,1,0.4127089623361826,0.32942004300002736,1563.0,,0.07320001255720854,3278,1,0.40959358774125576,0.3277438840000002,1563.0,,0.07444299198687077,3278,1,0.41022793017327785,0.3313369649999913,1563.0,,0.07311576046049595,3278,1,0.42989493627101183,0.3538227690000042,1563.0,,1581.0,97.78351073153317,1581.0,38.63141365535557,1563.0,38.67713682446629,1563.0,8.007263190113008
1669836854.827842,5Cycle,0.46,True,0.03577135689556599,1669836338.799521,False,x86_64,0.08076919708400965,6833,1,1.0478500463068485,0.7491026799999645,2957,2957.0,,0.0855060275644064,6833,1,0.8456259435042739,0.7093917239999996,2957.0,,0.08638712391257286,6833,1,0.843252114020288,0.704273550000039,2957.0,,0.0889241611585021,6833,1,0.9991958430036902,0.8628910759999826,2957.0,,0.08543409314006567,6833,1,0.847477538511157,0.7115634560000217,2957.0,,0.08544100262224674,6833,1,0.9393810080364347,0.8023239409999974,2957.0,,2990.0,332.0937261711806,2990.0,148.68797374516726,2957.0,114.32276808004826,2957.0,17.109592675231397
1669837878.221323,5Cycle,0.68,False,10.675143854692578,1669836338.799521,False,x86_64,0.10517061222344637,14813,2,2.344491991214454,1.7150792770000862,5190,5189.0,,0.11159914825111628,14813,2,1.8798313736915588,1.6136623890001829,5189.0,,0.11332864966243505,14813,2,2.0802684035152197,1.7915432559998408,5189.0,,0.11558356415480375,14813,2,2.1146514723077416,1.813497057999939,5189.0,,0.11575936898589134,14813,2,2.1067160544916987,1.8185542989999703,5189.0,,0.11677251011133194,14813,2,2.071039575152099,1.7951775110000199,5189.0,,5250.0,2524.9405720364302,5250.0,1130.29374990426,5189.0,627.3347381725907,5189.0,75.80644385702908
1669833295.250521,5Cycle,1,True,0.08931837510317564,1669830730.591386,False,x86_64,0.16156130749732256,31960,1,6.290126110427082,4.302893208999876,8837,8837.0,,0.17412808164954185,31960,1,5.194772941991687,4.214572732000079,8837.0,,0.1740382006391883,31960,1,4.699119511991739,3.9821262319999278,8837.0,,0.16805090941488743,31960,1,4.955094666220248,4.1783061539999835,8837.0,,0.16787436697632074,31960,1,5.01162279304117,4.223378640999954,8837.0,,0.17140203900635242,31960,1,5.003642614930868,4.180257794999989,8837.0,,8886.0,5910.8702143011615,8886.0,3337.1276279445738,8837.0,1635.660106743686,8837.0,96.85348114278167
1669832480.758486,5Cycle,1,True,0.07559655979275703,1669830668.321089,False,x86_64,0.3032634314149618,31960,1,9.38570280186832,6.586355888000071,8837,8837.0,,0.2842819159850478,31960,1,7.487064871005714,6.4055746919998455,8837.0,,0.3054868159815669,31960,1,7.502724766731262,6.408971884000039,8837.0,,0.3394922222942114,31960,1,8.165942246094346,7.0336944250000215,8837.0,,0.32624113094061613,31960,1,7.6532729640603065,6.551916165999955,8837.0,,0.3190748579800129,31960,1,8.0813666600734,6.95264341699999,8837.0,,8886.0,7279.781798200682,8886.0,3634.3728478159755,8837.0,1896.992705472745,8837.0,144.70244033634663
1669833800.784424,5Cycle,1,True,0.1182283153757453,1669830668.321089,False,x86_64,0.32051462959498167,31960,1,9.587351368740201,6.790145176999886,8841,8841.0,,0.3174267066642642,31960,1,7.689196088351309,6.598419397000271,8841.0,,0.31489516515284777,31960,1,7.744247111491859,6.655106356000033,8841.0,,0.3152361689135432,31960,1,7.799034754745662,6.702394337999976,8841.0,,0.3162324130535126,31960,1,7.590101005509496,6.5017469690001235,8841.0,,0.3183634150773287,31960,1,8.041990827769041,6.92028662499979,8841.0,,8889.0,7389.130640808493,8889.0,3646.662164735608,8841.0,1928.6322877304628,8841.0,154.311086085625
1669831737.874514,5Cycle,1,True,0.07801299216225743,1669830661.276119,False,x86_64,0.17109064990654588,31960,2,5.675738094840199,3.980057331000012,8840,8839.0,,0.17285932414233685,31960,2,4.5638379557058215,3.7941802839999355,8839.0,,0.17826402001082897,31960,2,4.591840674169362,3.8832844019999584,8839.0,,0.17015562485903502,31960,2,4.516601147130132,3.8782422770000267,8839.0,,0.1681745029054582,31960,2,4.449040829669684,3.876297808000004,8839.0,,0.1706255371682346,31960,2,4.80915468884632,4.091007936999972,8839.0,,8887.0,9733.478153056465,8887.0,5877.490899887867,8839.0,3667.3574274438433,8839.0,273.1230445592664
1669843872.831921,5Cycle,1,True,0.05217250809073448,1669836338.799521,False,x86_64,0.1563764987513423,31960,2,5.243911236524582,3.8346920589992806,8839,8838.0,,0.16876647155731916,31960,2,4.172316391021013,3.624780688000101,8838.0,,0.1711426079273224,31960,2,4.525104253552854,3.9823413080002865,8838.0,,0.1699433857575059,31960,2,4.18089768756181,3.63208146100078,8838.0,,0.16852653305977583,31960,2,4.190297381952405,3.651241102000313,8838.0,,0.16777148935943842,31960,2,4.3722394444048405,3.834849020000547,8838.0,,8886.0,9221.404907285236,8886.0,4505.811927190982,8838.0,2618.4399028504267,8838.0,197.86847078241408
1669856413.584084,5Cycle,2.1,True,0.2908412800170481,1669830661.276119,False,x86_64,0.46142124105244875,64323,1,18.29800715111196,13.085794003000046,9868,9868.0,,0.5168721131049097,64323,1,14.963135757949203,12.764102777997323,9868.0,,0.5194362350739539,64323,1,14.822345645166934,12.600626241997816,9868.0,,0.486256395932287,64323,1,14.791271191090345,12.6257210770018,9868.0,,0.478290060069412,64323,1,14.932079899124801,12.777048691001255,9868.0,,0.49641343392431736,64323,1,15.067888960707933,12.778205217000504,9868.0,,,,9868.0,5506.806425557472,9868.0,3047.618382315617,9868.0,150.42066307272762
