instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,lp_results: witness computation time,lp_results: number of witnesses,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: resilience lp approximation,lp_results: Resilience,lp_results: error,ilp_results: witness computation time,ilp_results: number of witnesses,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: Resilience,ilp_results: error,ilp_results_600: witness computation time,ilp_results_600: number of witnesses,ilp_results_600: Solve Time,ilp_results_600: Solver Solution Time,ilp_results_600: Resilience,ilp_results_600: error,ilp_results_60: witness computation time,ilp_results_60: number of witnesses,ilp_results_60: Solve Time,ilp_results_60: Solver Solution Time,ilp_results_60: Resilience,ilp_results_60: error,ilp_results_10: witness computation time,ilp_results_10: number of witnesses,ilp_results_10: Solve Time,ilp_results_10: Solver Solution Time,ilp_results_10: Resilience,ilp_results_10: error,flow_tuple_linearization_networkx_results: Resilience,flow_tuple_linearization_networkx_results: Solve Time,flow_tuple_linearization_lp_results: Resilience,flow_tuple_linearization_lp_results: Solve Time,flow_witness_linearization_networkx_results: Resilience,flow_witness_linearization_networkx_results: Solve Time,flow_witness_linearization_lp_results: Resilience,flow_witness_linearization_lp_results: Solve Time
1681404449.574144,3Star,500,1681404420.305546,2.4068136272545093,0.5,6.0,500,255,False,0,x86_64,0.07072461023926735,1,0.11756063997745514,0.11400008201599121,1,1.0,,0.07086893916130066,1,0.05248051509261131,0.0522913932800293,1.0,,0.07146796211600304,1,0.045269645750522614,0.045049428939819336,1.0,,0.07308007404208183,1,0.04646683856844902,0.046244144439697266,1.0,,0.0823529027402401,1,0.04931212589144707,0.048769235610961914,1.0,,1.0,0.031590551137924194,1.0,0.14331208169460297,1.0,0.048828065395355225,1.0,0.2885430157184601
1681404453.117629,3Star,500,1681404420.305546,2.4178356713426856,0.5,6.0,500,261,False,0,x86_64,0.07462960854172707,1,0.04780810698866844,0.04756641387939453,1,1.0,,0.07845865562558174,1,0.047393735498189926,0.047148704528808594,1.0,,0.06977662071585655,1,0.050435397773981094,0.05022430419921875,1.0,,0.07915552332997322,1,0.04648994654417038,0.046257734298706055,1.0,,0.07689616829156876,1,0.047091614454984665,0.046863555908203125,1.0,,1.0,0.026217296719551086,1.0,0.145701814442873,1.0,0.049031130969524384,1.0,0.27329158037900925
1681404456.047877,3Star,500,1681404422.040995,2.6272545090180364,0.5,6.0,500,423,False,0,x86_64,0.0648285485804081,1,0.10134471952915192,0.09622764587402344,1,1.0,,0.054245252162218094,1,0.04087755084037781,0.040697574615478516,1.0,,0.06520478054881096,1,0.040534816682338715,0.04034090042114258,1.0,,0.06643528118729591,1,0.044331394135951996,0.04411935806274414,1.0,,0.06319456547498703,1,0.04509349912405014,0.04489946365356445,1.0,,1.0,0.022835303097963333,1.0,0.1282947100698948,1.0,0.037300024181604385,1.0,0.24550648406147957
1681404456.693692,3Star,500,1681404420.305546,2.428857715430862,0.5,6.0,500,268,False,0,x86_64,0.07760203629732132,1,0.0507877916097641,0.050293684005737305,1,1.0,,0.06284879520535469,1,0.058403048664331436,0.058203697204589844,1.0,,0.07828420028090477,1,0.05036555230617523,0.0501401424407959,1.0,,0.0783502571284771,1,0.0493004284799099,0.049057722091674805,1.0,,0.07682837545871735,1,0.04539294168353081,0.04517650604248047,1.0,,1.0,0.02425869181752205,1.0,0.14439155161380768,1.0,0.04715608432888985,1.0,0.2880549766123295
1681404459.552473,3Star,500,1681404422.040995,2.6382765531062127,0.5,6.0,500,434,False,0,x86_64,0.06146463751792908,1,0.04540837183594704,0.04520082473754883,1,1.0,,0.06518591195344925,1,0.04422951117157936,0.044031620025634766,1.0,,0.06419355422258377,1,0.03985152766108513,0.03965139389038086,1.0,,0.06513188406825066,1,0.03956973925232887,0.039371490478515625,1.0,,0.06618152558803558,1,0.04095948114991188,0.04075026512145996,1.0,,1.0,0.019933626055717468,1.0,0.13213888183236122,1.0,0.037245314568281174,1.0,0.24667690321803093
1681404460.3346,3Star,500,1681404420.305546,2.4398797595190382,0.5,6.0,500,275,False,0,x86_64,0.08751034364104271,1,0.05369522050023079,0.05318903923034668,1,1.0,,0.07782913371920586,1,0.05035070702433586,0.05012631416320801,1.0,,0.0783613994717598,1,0.046277351677417755,0.04604625701904297,1.0,,0.07909112051129341,1,0.04755222797393799,0.04733395576477051,1.0,,0.07992604002356529,1,0.050807174295186996,0.05057263374328613,1.0,,1.0,0.024272706359624863,1.0,0.14539478346705437,1.0,0.04659471660852432,1.0,0.3047180660068989
1681404462.079671,3Star,500,1681404423.237346,2.49498997995992,0.5,6.0,500,312,False,0,x86_64,0.09656303748488426,1,0.06301383674144745,0.05672335624694824,1,1.0,,0.09592173621058464,1,0.05313587933778763,0.0528864860534668,1.0,,0.08913154900074005,1,0.05156636983156204,0.05132579803466797,1.0,,0.09024287387728691,1,0.04704081639647484,0.0468292236328125,1.0,,0.07055554538965225,1,0.048559702932834625,0.04832935333251953,1.0,,1.0,0.028355315327644348,1.0,0.16712051630020142,1.0,0.054073773324489594,1.0,0.32522406429052353
1681404463.024019,3Star,500,1681404422.040995,2.649298597194389,0.5,6.0,500,445,False,0,x86_64,0.062417998909950256,1,0.04972951114177704,0.04939556121826172,1,1.0,,0.06502198427915573,1,0.041233476251363754,0.041043996810913086,1.0,,0.06601657345890999,1,0.04461764916777611,0.044412851333618164,1.0,,0.0671951174736023,1,0.04382166638970375,0.043616294860839844,1.0,,0.060819871723651886,1,0.039724674075841904,0.03953719139099121,1.0,,1.0,0.019904274493455887,1.0,0.13739020749926567,1.0,0.03771546483039856,1.0,0.24844242632389069
1681404464.007123,3Star,500,1681404420.305546,2.4509018036072145,0.5,6.0,500,282,False,0,x86_64,0.07769308611750603,1,0.05130084231495857,0.051062822341918945,1,1.0,,0.07750582695007324,1,0.04982716217637062,0.04959917068481445,1.0,,0.0881202407181263,1,0.047056980431079865,0.04657912254333496,1.0,,0.07682517170906067,1,0.04951287806034088,0.049300193786621094,1.0,,0.06430578976869583,1,0.05342627316713333,0.05320334434509277,1.0,,1.0,0.023920893669128418,1.0,0.15162255242466927,1.0,0.04735933244228363,1.0,0.3118551932275295
1681404466.599321,3Star,500,1681404422.040995,2.6603206412825653,0.5,6.0,500,457,False,0,x86_64,0.06131499633193016,1,0.03862413018941879,0.03841543197631836,1,1.0,,0.06555309519171715,1,0.04651222005486488,0.04631638526916504,1.0,,0.06555616483092308,1,0.04659111797809601,0.0463862419128418,1.0,,0.06847546249628067,1,0.04203920438885689,0.04184079170227051,1.0,,0.06521141529083252,1,0.0449349544942379,0.04472756385803223,1.0,,1.0,0.020211316645145416,1.0,0.14424896985292435,1.0,0.03980633616447449,1.0,1.3625665716826916
