instance timestamp,query,scale factor,load from file,data load time,run id,bag semantics,processor,lp_results: witness computation time,lp_results: number of witnesses,lp_results: witnesses of responsibility tuple,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: responsibility lp approximation,lp_results: Responsibility,lp_results: error,ilp_results: witness computation time,ilp_results: number of witnesses,ilp_results: witnesses of responsibility tuple,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: Responsibility,ilp_results: error,ilp_results_600: witness computation time,ilp_results_600: number of witnesses,ilp_results_600: witnesses of responsibility tuple,ilp_results_600: Solve Time,ilp_results_600: Solver Solution Time,ilp_results_600: Responsibility,ilp_results_600: error,ilp_results_60: witness computation time,ilp_results_60: number of witnesses,ilp_results_60: witnesses of responsibility tuple,ilp_results_60: Solve Time,ilp_results_60: Solver Solution Time,ilp_results_60: Responsibility,ilp_results_60: error,ilp_results_10: witness computation time,ilp_results_10: number of witnesses,ilp_results_10: witnesses of responsibility tuple,ilp_results_10: Solve Time,ilp_results_10: Solver Solution Time,ilp_results_10: Responsibility,ilp_results_10: error,milp_results: witness computation time,milp_results: number of witnesses,milp_results: witnesses of responsibility tuple,milp_results: Solve Time,milp_results: Solver Solution Time,milp_results: Responsibility,milp_results: error,flow_networkx_results: witness computation time,flow_networkx_results: number of witnesses,flow_networkx_results: Responsibility,flow_networkx_results: Solve Time,flow_lp_results: witness computation time,flow_lp_results: number of witnesses,flow_lp_results: Responsibility,flow_lp_results: Solve Time
1669830490.103619,5Chain,0.1,True,0.028678392991423607,1669830490.074849,False,x86_64,0.2488773725926876,8014,3,2.935177654027939,0.5933405380000001,322,317.0,,0.2851765491068363,8014,3,0.7758206189610064,0.5728217149999999,335.0,,0.28944631991907954,8014,3,0.83333770185709,0.622364632,335.0,,0.2840231629088521,8014,3,0.7519076862372458,0.5609262200000007,335.0,,0.2713469732552767,8014,3,0.8379062288440764,0.6108261860000006,335.0,,0.2512614158913493,8014,3,0.8191174496896565,0.6469782629999994,335.0,,0.22106555802747607,8014,335.0,47.27681605704129,0.35034770518541336,8014,335.0,6.137300704140216
1669830668.265481,5Chain,0.1,True,0.029001506976783276,1669830668.23643,False,x86_64,0.26474379003047943,8014,1,1.078475210815668,0.6136297169999998,335,335.0,,0.2687091063708067,8014,1,0.7729311501607299,0.5811251739999994,335.0,,0.2687885370105505,8014,1,0.7803787803277373,0.6033330679999995,335.0,,0.27688309643417597,8014,1,0.7667537266388535,0.596375032000001,335.0,,0.2656445652246475,8014,1,0.8087335797026753,0.620683111,335.0,,0.23709522560238838,8014,1,0.8365600416436791,0.6861416360000003,335.0,,0.2403075061738491,8014,335.0,15.505517048761249,0.26738924719393253,8014,335.0,1.9751011058688164
1669830668.007656,5Chain,0.1,True,0.016770915128290653,1669830667.990821,False,x86_64,0.387778383679688,8014,1,1.424205956980586,0.8269472009999999,335,335.0,,0.39978056121617556,8014,1,0.9839669754728675,0.8035133499999993,335.0,,0.3881800025701523,8014,1,0.98481435328722,0.8022961110000004,335.0,,0.43818871304392815,8014,1,1.0377676915377378,0.8471899999999994,335.0,,0.40405660029500723,8014,1,0.9752130964770913,0.8020473519999989,335.0,,0.3841198906302452,8014,1,1.0132217919453979,0.8553661989999988,335.0,,0.35960436798632145,8014,335.0,19.318783670663834,0.4762263596057892,8014,335.0,2.630487007088959
1669830661.373491,5Chain,0.1,True,0.013809015974402428,1669830661.359617,False,x86_64,0.27307445276528597,8014,2,2.4287643181160092,0.6527326840000001,321,317.0,,0.3677841732278466,8014,2,0.7722525941208005,0.58767893,333.0,,0.3319212952628732,8014,2,0.860856014303863,0.6299849399999999,333.0,,0.322269931435585,8014,2,0.9821915561333299,0.778482898,333.0,,0.2701935265213251,8014,2,0.8776537124067545,0.6867529920000006,333.0,,0.2526819156482816,8014,2,0.8906129263341427,0.7302619579999998,333.0,,0.2585876025259495,8014,333.0,34.034433516673744,0.39127294532954693,8014,333.0,4.291728592477739
1669830728.71101,5Chain,0.1,True,0.009378326125442982,1669830728.701598,False,x86_64,0.2412446839734912,8014,2,2.2330229990184307,0.5324692239999997,321,317.0,,0.25353492703288794,8014,2,0.6419218452647328,0.47779072300000003,334.0,,0.2390649663284421,8014,2,0.6472641816362739,0.4830153570000002,334.0,,0.2371408175677061,8014,2,0.6468933448195457,0.4909098780000001,334.0,,0.24608721397817135,8014,2,0.711437301710248,0.5448496729999999,334.0,,0.2237582840025425,8014,2,0.6411394821479917,0.5218939110000012,334.0,,0.22133053466677666,8014,334.0,28.259994132444263,0.26179092563688755,8014,334.0,3.4199826223775744
1669830706.504151,5Chain,0.21,True,0.07580624520778656,1669830668.23643,False,x86_64,0.5854830732569098,34637,4,3.8397074081003666,2.619965649000001,1191,1184.5,,0.5746522508561611,34637,4,3.4740205705165863,2.530163737999999,1199.0,,0.5274755069985986,34637,4,3.566758274100721,2.563572207,1199.0,,0.5217516403645277,34637,4,3.6831318084150553,2.6361103079999992,1199.0,,0.5276183318346739,34637,4,3.5201307740062475,2.5370152830000023,1199.0,,0.524040974676609,34637,4,4.426031400449574,2.612539209000005,1199.0,,0.5190659118816257,34637,1199.0,340.6801428347826,0.7817319557070732,34637,1199.0,33.59152056928724
1669830720.549085,5Chain,0.21,True,0.05607553105801344,1669830667.990821,False,x86_64,0.8234510282054543,34637,4,4.860888747498393,3.4213874570000016,1190,1184.0,,0.8561858916655183,34637,4,4.827691320329905,3.462584069000002,1201.0,,0.8105130475014448,34637,4,4.466131706722081,3.339086629999997,1201.0,,0.8177388990297914,34637,4,4.248742331750691,3.1287114209999913,1201.0,,0.7682663323357701,34637,4,4.168246415443718,3.0855301770000096,1201.0,,0.7725036581978202,34637,4,3.9867083244025707,3.242815593000003,1201.0,,0.7421003933995962,34637,1201.0,357.29439826402813,1.0958947390317917,34637,1201.0,42.208423850126565
1669830727.502394,5Chain,0.21,True,0.046460920944809914,1669830661.359617,False,x86_64,0.6247941674664617,34637,5,4.334873947314918,2.948683532000004,1191,1184.0,,0.5972806233912706,34637,5,5.536513639613986,2.889396500999993,1203.0,,0.5924160247668624,34637,5,5.757485603913665,2.852868348000001,1203.0,,0.6531417667865753,34637,5,5.630158671177924,2.853310453000006,1203.0,,0.5684887357056141,34637,5,5.594429106451571,2.9541092890000016,1203.0,,0.606524895876646,34637,5,4.638828206807375,2.8583389100000005,1203.0,,0.5530918994918466,34637,1203.0,474.9303127238527,0.8996339812874794,34637,1203.0,48.590336261317134
1669830782.747131,5Chain,0.21,True,0.02034336607903242,1669830728.701598,False,x86_64,0.4858533013612032,34637,6,3.251061337068677,2.237364061000001,1192,1184.0,,0.5107861468568444,34637,6,4.818302215076983,2.1244712210000003,1202.0,,0.4903177609667182,34637,6,4.886584112420678,2.1324989689999967,1202.0,,0.48999484442174435,34637,6,4.802168578840792,2.1250959039999913,1202.0,,0.49191745836287737,34637,6,4.814238843508065,2.1306911560000117,1202.0,,0.48981421533972025,34637,6,4.215480579994619,2.1801201050000003,1202.0,,0.491130487062037,34637,1202.0,492.3330249469727,0.6686544334515929,34637,1202.0,42.981264071539044
1669831187.063167,5Chain,0.46,True,0.09445136226713657,1669830668.23643,False,x86_64,1.218180856667459,169526,6,19.016976326704025,11.363638363000007,3900,3892.0,,1.1904380666092038,169526,6,66.70669187046587,11.17845955499996,3908.0,,1.2623727694153786,169526,6,66.38347846269608,11.206392876999985,3908.0,,1.2654251167550683,169526,6,68.17075379751623,11.426895907000016,3908.0,,1.2082711411640048,169526,6,22.523339138366282,11.405152636000025,3930.0,,1.2024512579664588,169526,6,51.78266806155443,11.674822926000047,3908.0,,1.2059142291545868,169526,3908.0,1331.8428379232064,2.1302961986511946,169526,3908.0,246.304788117297
